source,file
https://www.clearskysec.com/wp-content/uploads/2020/12/Pay2Kitten.pdf,b5c370e4096bc8898f2768f75127a509b767fa804d4a723d7efe009b8d6d1e26.pdf
https://blog.aquasec.com/threat-alert-kinsing-malware-container-vulnerability,4ad0228598dcdf06d227d9a12108b1ccb9b35d1e3f44c72eac31f19450ea2dc7.html
https://github.com/nettitude/PoshC2_Python,4459e9224aa6d770799046377c2b7e0184505a429c0aabe0932f5c47ba28008f.html
https://www.cert.ssi.gouv.fr/uploads/CERTFR-2020-CTI-003.pdf,18401dc794be0c35527c173b325027439573be63d83f0c560acd6148a70afd89.pdf
https://www.kroll.com/en/insights/publications/cyber/qakbot-malware-exfiltrating-emails-thread-hijacking-attacks,503c57404e1f426a32f43b88c34549154b26297056491a08f3055764561085ec.html
https://www.crowdstrike.com/blog/duck-hunting-with-falcon-complete-qakbot-zip-based-campaign/,69d5ce9db8af004abf8cc846039f2d0bb83371165a3d0d569caf84024eef9257.html
https://securelist.com/the-epic-turla-operation/65545/,5b6d9351fec1dedfc81bcb8e6e0bc9a9b22b0f26cac2c39d015d700b2d103aa1.html
http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf,127819a8f7551ccae094fec7a23ec7739a9f1ea585c96da74bf908f55b0670d6.pdf
https://www.justice.gov/file/1080281/download,0f01be3e5fb5d5b038bbac9735445ed633335e521fb6a2de5d86f67cb027aecb.html
https://www.justice.gov/opa/page/file/1098481/download,51d72ae111030f74484de6dd6d55e06c59abdb4211da2408e38d62e24ea89595.html
https://www.cybereason.com/blog/operation-cobalt-kitty-apt,811c832b16fc1066e202b1b0abe278c350c05365b05e89ac650757aa293a0d4b.html
https://cdn2.hubspot.net/hubfs/3354902/Cybereason%20Labs%20Analysis%20Operation%20Cobalt%20Kitty.pdf,b7008dc5086ed50495f0b7b597038d84db3fdd29141f1bd55080f1e06b7ed9ad.pdf
http://www.novetta.com/wp-content/uploads/2014/11/Executive_Summary-Final_1.pdf,708e21f44b89ac9dd9b2fce3aadb3156292e1ff05d0b7d5adbb1f94fc88520bb.pdf
https://www.fireeye.com/blog/threat-research/2017/06/behind-the-carbanak-backdoor.html,3fbf41c2193801a5ccc704bae32382f08e593e56ed24f813ad5f67c5a23e936b.html
https://blog.talosintelligence.com/2019/06/frankenstein-campaign.html,9aa6bc8766d1773ec7c8ed251411aa22b61bf878a14da760952f9c8595f832cf.html
https://www.fireeye.com/blog/threat-research/2018/03/suspected-chinese-espionage-group-targeting-maritime-and-engineering-industries.html,a4bdae37f893499e0e631bd0594cb7a77de889fd0bed9be7603e94ebd96897ba.html
https://www.fireeye.com/blog/threat-research/2019/03/apt40-examining-a-china-nexus-espionage-actor.html,d4b129747761ae02dff7dd1b55ef4bc941def52d959d20c3f948ee4aca1932b5.html
https://securelist.com/poseidon-group-a-targeted-attack-boutique-specializing-in-global-cyber-espionage/73673/,ae5a518b0f85d3bc0b6db81ded1c7c65e2aba66426497a8d564304829c3baa4f.html
https://www.cylance.com/content/dam/cylance-web/en-us/resources/knowledge-center/resource-library/reports/WhiteCompanyOperationShaheenReport.pdf?_ga=2.161661948.1943296560.1555683782-1066572390.1555511517,b93905d741a875812b4bcf6148dd1cef10db881b0da45c928c9973650fe37163.html
https://www.symantec.com/connect/blogs/sowbug-cyber-espionage-group-targets-south-american-and-southeast-asian-governments,c3107c61a3a8932cc3c20e182eb28c330657b29b9ab3d6d778b30e96af363d0e.html
http://www.symantec.com/connect/blogs/indian-organizations-targeted-suckfly-attacks,494898316740341033279b81fd86ae391a504760d6eda8b08bfdfa7be44df5b4.html
https://vb2020.vblocalhost.com/uploads/VB2020-06.pdf,5e36eec7fae860ae1ec6339c54ef64610c7fec00dcb38415ccf7f01cfec601b3.pdf
https://www.volexity.com/blog/2021/08/17/north-korean-apt-inkysquid-infects-victims-using-browser-exploits/,67cf6c067290e4bf4a5ea951beab7537f2eaea7b0e7f253790b889a8da087024.html
https://unit42.paloaltonetworks.com/mac-malware-steals-cryptocurrency-exchanges-cookies/,dc4ad3e877a5f1ba5d61f223d6f31a495ca91a97ce2fca0e21cbd18660e3ed5a.html
https://securityintelligence.com/posts/grandoreiro-malware-now-targeting-banks-in-spain/,2793686c17446758698e5ff4da27be22bf47b0dacbd0f7f90aba42ab21e9f369.html
https://securelist.com/project-tajmahal/90240/,5b952b04820d835fa46b0c19d80f2eccbb268a87d4e20a766d89deb17590ad03.html
https://documents.trendmicro.com/assets/pdf/XCSSET_Technical_Brief.pdf,1546bbc2280a29223eed6356cc0f6317ab3875390a808f687221d00c72255976.pdf
https://www.iranwatch.org/sites/default/files/public-intelligence-alert.pdf,7c6b736280d009dd5081a7c9b73c03db1ac00c21e0f618333ac7a17bec4364d0.pdf
https://www.welivesecurity.com/2021/02/02/kobalos-complex-linux-threat-high-performance-computing-infrastructure/,bcc0cdbb045fdabfdddddc165c5352fa61a731f2413bbcd6b11a110fcd19214b.html
https://www.welivesecurity.com/wp-content/uploads/2021/01/ESET_Kobalos.pdf,2e7197ef6fef4bd19a5543fe5b4462cb2733e506095e423a12c2c02b66567279.pdf
https://github.com/EmpireProject/Empire,276c43a74bcfb4053f517ed9de00e6d7124e455d11a09fed9c5a44ebcd346cd4.html
https://www.secureauth.com/labs/open-source-tools/impacket,c9227681796d4cc6ec651e99ab749437c23d66eda9f886b2b21fb1753cc739cf.html
https://us-cert.cisa.gov/ncas/alerts/aa20-301a,6512140d588aa6a0e9c757087c522eace97c3118044e0012caabc20be108b240.html
https://asert.arbornetworks.com/stolen-pencil-campaign-targets-academia/,58e4c83b13a0b9154fa07dc16b3f1690e1b6fa4b5e3323f6859bf539e8d7e5ad.html
https://www.fireeye.com/blog/threat-research/2019/10/messagetap-who-is-reading-your-text-messages.html,ce02e307d74ce386fe12217fa6dd30a169bf5893eefdfd6dca23e81333c18afd.html
https://manpages.debian.org/testing/nbtscan/nbtscan.1.en.html,dd6b35c5030d1e375538ce4db2de29fc02cf49712df96898f28938f038976d14.html
https://sectools.org/tool/nbtscan/,3d6e8756d10a742f78bcefdcceff93f92a44474545ac18d3bcdb81ef2b83c62d.html
https://www.leonardocompany.com/documents/20142/10868623/Malware+Technical+Insight+_Turla+%E2%80%9CPenquin_x64%E2%80%9D.pdf,d2b2617266c653e88a0bcfc2cf31fc3eac75cbbf8701e62ec73cb4b5d991e7d4.pdf
https://securelist.com/the-penquin-turla-2/67962/,37c476d3e54a05440380030084626fd02d2deb1a5094b8912c5d5c3f764c7114.html
https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/08070305/Kaspersky_Lab_whitepaper_Regin_platform_eng.pdf,039c48c15858b7b0fc9d943167416d686d146860fe28667034a69ef653110d1b.pdf
https://github.com/SpiderLabs/Responder,c92c5a1e97bc2eb1327dd051fa54f242db129d6f69261ee193686e31810e1f15.html
https://www.welivesecurity.com/2016/12/13/rise-telebots-analyzing-disruptive-killdisk-attacks/,e6b88d90a78cabf698a866c4a62517bd845a1b2e461c03364c71e6cd1a27cdbf.html
https://objective-see.com/blog/blog_0x25.html,fc116a6180ca8d3d8b40d443b76244014099b1d3f4a7fee3a1298d5b1a4ae3a9.html
https://blog.checkpoint.com/2017/04/27/osx-malware-catching-wants-read-https-traffic/,2a91fbbb1fa692b0170b8e9c550a8443ea8810a08a607575853ba7b513aff3b6.html
https://www.welivesecurity.com/2014/02/21/an-in-depth-analysis-of-linuxebury/,d0c3c98681e84a6db2c5da746307fa03952caeb44962a60e10e53f597980126b.html
https://blog.trendmicro.com/trendlabs-security-intelligence/pawn-storm-abuses-open-authentication-advanced-social-engineering-attacks,a2f21038342fa7323dc3f8385990c12825140a59f807f8b433afee036ab8a7ca.html
http://www.welivesecurity.com/2014/11/11/sednit-espionage-group-attacking-air-gapped-networks/,ffb3d803ad9c3f0288810da36f4d462014d25fddc9b2c448c27d8c995145b7ab.html
https://web.archive.org/web/20190625182633if_/https://ti.360.net/blog/articles/apt-c-36-continuous-attacks-targeting-colombian-government-institutions-and-corporations-en/,bd5157ba676e047f1583adaa37edadcaa4ff508c9105a2c496df1d370096a668.html
https://www.welivesecurity.com/2019/03/20/fake-or-fake-keeping-up-with-oceanlotus-decoys/,e79c52df201d27ab6e5fcf577dcb7d38cf4e8d32d87bbac0f57eae8fbbc51431.html
https://www.us-cert.gov/sites/default/files/publications/MAR-10135536-G.PDF,23e28d4e68ad5828973381cc6a1263ebcf3d5fc95b7eee2f42b1c4832d1773b1.pdf
https://www.us-cert.gov/sites/default/files/publications/MAR-10135536-B_WHITE.PDF,9e13f927ad292fab74f14e74fe36c7393424cfb840109b39a0ef7470db566e04.pdf
https://unit42.paloaltonetworks.com/bendybear-shellcode-blacktech/,efda81c437ced0b22e545c52dca12d332836a83136568d76515cec596c022453.html
https://blog.talosintelligence.com/2019/01/return-of-emotet.html,52c97c2e4a05f287ac4fcf1c6db126ca30f7018613316855bbb6b37b2b35a296.html
https://www.fireeye.com/blog/threat-research/2018/08/fin7-pursuing-an-enigmatic-and-evasive-global-criminal-operation.html,ddaa7deaf515c53b206defa3bfd417eb7e0c29add4681d9bccf3db42a8c441ce.html
https://www.trustwave.com/en-us/resources/library/documents/the-golden-tax-department-and-the-emergence-of-goldenspy-malware/,cbf2668bd4e5432499383b102e1266918fd8ff348caad4a125302751a116827c.html
https://blog.talosintelligence.com/2018/04/gravityrat-two-year-evolution-of-apt.html,b6e2fdea29b14182835a88100285ca9ac51da873c89a86164f0a4e510d906473.html
https://www.us-cert.gov/sites/default/files/publications/MAR-10135536-F.pdf,b867fbe55932cec1e45fb1a36a05d4327eb3d1dd0733c498df484b7b9ba7bf54.pdf
https://www.us-cert.gov/ncas/analysis-reports/AR19-100A,0cc1fced19083c420be374a32b2487d4a8f182ee575d27f2f3fbd62c1f154d24.html
https://researchcenter.paloaltonetworks.com/2017/02/unit42-magic-hound-campaign-attacks-saudi-targets/,1be277a5327b06a1776792dca194a5f746772e1d8061ab078f77f9276ca1ecc8.html
https://www.fireeye.com/blog/threat-research/2018/04/metamorfo-campaign-targeting-brazilian-users.html,5c12942324308af5e9da808edcb8d028c7362ace1e796e6e25ff832b1d9f25d0.html
http://researchcenter.paloaltonetworks.com/2017/03/unit42-trochilus-rat-new-moonwind-rat-used-attack-thai-utility-organizations/,d5fdeba5ee51cbe00a7b024702210c113d31e8c4d304082601b1c70e05cf5d6f.html
https://blog.trendmicro.com/trendlabs-security-intelligence/autoit-compiled-worm-affecting-removable-media-delivers-fileless-version-of-bladabindi-njrat-backdoor/,1fc0fe82cdb3cb5cb74227d114118e86108b49f4fb2795b96ec6889d2c5af6c8.html
https://blog.talosintelligence.com/2020/04/poetrat-covid-19-lures.html,1eb83a3a3fd8d9fc1994c262daca4e11d5a30988828d7bb60edc2f820efa4a74.html
https://www.anomali.com/blog/rocke-evolves-its-arsenal-with-a-new-malware-family-written-in-golang,36e6cf2325e12deab41b7abd3422475d1316d74c6d774a96d275f5fb052281a6.html
https://www.welivesecurity.com/wp-content/uploads/2017/02/Read-The-Manual.pdf,af1965beab2bcf0ac74f1430aa0227211091dc05c393fd2bf0207b964ec1ab5f.pdf
https://www.welivesecurity.com/2016/01/03/blackenergy-sshbeardoor-details-2015-attacks-ukrainian-news-media-electric-industry/,903269d0ad378eb4bd7d54dfcb8c22e87d58a160d20617f02822320cb0af7498.html
https://www.bitdefender.com/files/News/CaseStudies/study/353/Bitdefender-Whitepaper-StrongPity-APT.pdf,bacaa2b8846a692512a83946dac78b9f729e88379d25d70e9f5b3b49f195677f.pdf
https://www.fireeye.com/blog/threat-research/2019/04/triton-actor-ttp-profile-custom-attack-tools-detections.html,3b756ee17a3dde2988aa6db75ed0368f7be3ade6ee55b5387b3a1e5a51a3e9cc.html
https://www.securityartwork.es/wp-content/uploads/2017/07/Trickbot-report-S2-Grupo.pdf,4ae6ccd201c0e5b81b94042cba6585c757e1ccf909b279e27f8226f7d013279d.pdf
https://www.fidelissecurity.com/threatgeek/2016/10/trickbot-we-missed-you-dyre,41f8f8f50a373a509ae7dfc16f99f0d58a64fde609e3e7efd2c5ae9c66639f47.html
https://www.trendmicro.com/vinfo/us/threat-encyclopedia/malware/tspy_trickload.n,e0fc4a9e020d03ab394ac806ee59af80745de66062f0a1c7020b254c5ecb9702.html
https://www.bitdefender.com/files/News/CaseStudies/study/399/Bitdefender-PR-Whitepaper-Trickbot-creat5515-en-EN.pdf,71d76b7b79ac2e0c3f5290de1febb6d0ea9b656890aed19ff28454fdf4a73aa5.pdf
https://www.us-cert.gov/ncas/analysis-reports/AR18-165A,8ca372f32e20de0a96dd6ee5d05f7e6227522da9c2b172347de5082e9b1517ac.html
https://us-cert.cisa.gov/ncas/analysis-reports/ar20-198c,5779da0e59f2343b8e9ceaa08922d4f1cef8da7d094812582425b27f31ae3a93.html
https://www.ncsc.gov.uk/files/Advisory-APT29-targets-COVID-19-vaccine-development-V1-1.pdf,bb33ec18db1747554b9bb85fee735855965ae2024763489837b6f8c2cae6c88d.pdf
https://www.cybereason.com/blog/dropping-anchor-from-a-trickbot-infection-to-the-discovery-of-the-anchor-malware,5853719c4df0411df2c6ec07dba620789d97dd1934ef38b65f3ef3be12a80201.html
https://blog.malwarebytes.com/threat-analysis/2021/06/kimsuky-apt-continues-to-target-south-korean-government-using-appleseed-backdoor/,ec043983f304c0f351e21ee7c22be207ce4a62fe65e75806b62e931a8f51536e.html
https://content.fireeye.com/apt-41/rpt-apt41,2614ebb995c1d1b733c01037f919b5154d72f67c3e08c8b8f894583dd0bd7aab.html
https://research.nccgroup.com/2020/06/02/in-depth-analysis-of-the-new-team9-malware-family/,c214435431408a0c40de8389381760492a923917659ec0bce19a6109eded5945.html
https://www.fireeye.com/content/dam/fireeye-www/services/pdfs/mandiant-apt1-report-appendix.zip,57d547ef1ea413e78160fd3ed81a5f9a9da9a278eaaed03ee3abbccc5fc5eb4d.html
https://securelist.com/be2-custom-plugins-router-abuse-and-target-profiles/67353/,aa18f288b2a7a814f6f33883c5c42f683c9b82cd053ce2f0882d72f400900b2c.html
https://researchcenter.paloaltonetworks.com/2017/04/unit42-cardinal-rat-active-two-years/,fc273305660e21fb1cb255f96ac2f57e2c08b4e995cd5c7e625b4b034f7ca562.html
https://www.welivesecurity.com/2020/12/02/turla-crutch-keeping-back-door-open/,02b806f594fa5886813ed1af9d8dc69ee16c19bf9300915a3084144733ca6651.html
https://www.clearskysec.com/wp-content/uploads/2016/01/Operation%20DustySky_TLP_WHITE.pdf,94b0fe74a8f8bf73e4a9e04f3c95600f3c65d225ae0ea757c6a61ede9bf40758.pdf
https://www.welivesecurity.com/2017/10/30/windigo-ebury-update-2/,5d5b026fec3075b428ac2bfd36d5e05899d9b5bc259161b450d93d69fe511959.html
https://go.crowdstrike.com/rs/281-OBQ-266/images/Report2020CrowdStrikeGlobalThreatReport.pdf,3251b8693f0fcd9914f2461af2f58562406471607b52863f40a30db0146b8c94.pdf
https://www.welivesecurity.com/2018/06/07/invisimole-equipped-spyware-undercover/,2115266458f656333846d7396ce63cde8ffc1ade4a42ab68d2fbf445ebbc4740.html
https://www.welivesecurity.com/wp-content/uploads/2020/06/ESET_InvisiMole.pdf,cd043a6370910f96a9eb67bd2f509caa3826960697f85eea0c00e77e2893ea11.pdf
http://www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part1.pdf,be3f023de8151353dcefb4d9408f68f3ede5772aa7f1a3d55a2c998734bda21b.pdf
https://researchcenter.paloaltonetworks.com/2017/05/unit42-kazuar-multiplatform-espionage-backdoor-api-access/,d3b487deb34176fdb0c95bdbe58faaad87993d972ad43f1b5b0f93d91688407d.html
https://www.symantec.com/blogs/threat-intelligence/orangeworm-targets-healthcare-us-europe-asia,abef6dc589d9aa2a819983a8559f594896ba2d18db95d7abf8c6d508b65a18b7.html
https://www.symantec.com/security_response/writeup.jsp?docid=2012-051605-2535-99,1024c89ee0e38e64658333b0c1ef375d320f10056f7cae1a4bd4ced7b226cf3d.html
https://www.welivesecurity.com/wp-content/uploads/2019/08/ESET_Machete.pdf,ebf062c3a671412fc49601346322bd47da87f05d73e38e6790a69af81542c3b9.pdf
https://researchcenter.paloaltonetworks.com/2017/07/unit42-oilrig-uses-ismdoor-variant-possibly-linked-greenbug-threat-group/,f4f3cb77a1f38a43dba7002bd412929a29001acf184f4eca6239901b086090c1.html
https://www.welivesecurity.com/2020/05/21/no-game-over-winnti-group/,f4c23d450e62440f6d0543c555894b9f8b40cb5fdf5ff47e85f405b663adb02b.html
https://researchcenter.paloaltonetworks.com/2018/07/unit42-oilrig-targets-technology-service-provider-government-agency-quadagent/,7c5b21bc24a3b6bdfc30d69936112b550d63f86f7f4a401d8025ad4bcc9e8f07.html
https://www.bitdefender.com/files/News/CaseStudies/study/396/Bitdefender-PR-Whitepaper-NAIKON-creat5397-en-EN.pdf,172b2f07413c466544fb1bf8e88782b75a4c3eaf348929cfae107b6a7e9af9b8.pdf
https://unit42.paloaltonetworks.com/oilrig-novel-c2-channel-steganography/,9ea13c486c3256ff023e3876c10f5425ad151e81a0e9098d1a8882a63bd80028.html
https://foxitsecurity.files.wordpress.com/2016/06/fox-it_mofang_threatreport_tlp-white.pdf,4e1b37c2f70dde732a3d87b66dc68553de0b6e3d673044a973adcb6e35e640f6.pdf
https://research.checkpoint.com/2021/irans-apt34-returns-with-an-updated-arsenal/,118814d9a19ec28c7eebad91ef9868578db22d82efb952c127ea6309878aa8bc.html
https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07205555/TheNaikonAPT-MsnMM1.pdf,b69fafa9bf9e59c2eeb9272379a4bd86d5ab2df5dbecf5af47c0187129c58964.pdf
https://unit42.paloaltonetworks.com/valak-evolution/,a607af2aec33fa3e8d9fd991f91f119b51c81942258fe1f2db18c33c235ac98e.html
https://www.sentinelone.com/blog/four-distinct-families-of-lazarus-malware-target-apples-macos-platform/,397cd87e02a7a8c75ad8abfc2cc2084706bc30a5197eda3afab39cdc7309df68.html
https://cybersecurity.att.com/blogs/labs-research/the-odd-case-of-a-gh0strat-variant,dcb46e268bbfdd3910a96357ec06910abf38522d9f5b02ac096a9f2f30a7f1e9.html
https://www.proofpoint.com/us/threat-insight/post/leaked-ammyy-admin-source-code-turned-malware,ebf820eca055bc68b18c561f19692f338549792289567956e8556919ca1adaae.html
https://us-cert.cisa.gov/ncas/analysis-reports/ar20-275a,d0a23a403d6b379d66cca1feeda26c2c131a025a02ae71a8c122c14f2b99af59.html
https://www.fireeye.com/blog/threat-research/2018/11/not-so-cozy-an-uncomfortable-examination-of-a-suspected-apt29-phishing-campaign.html,bfb30ed4451e6272fc0a2e0115c2faefe5717e03b65e1c31f5e1de0fc3c66258.html
https://www.fireeye.com/blog/threat-research/2014/11/operation_doubletap.html,c6a3c6df25c0a2de28d7cade7267377887c66e1e23f5d8502de5695f0a270019.html
https://research.checkpoint.com/2020/naikon-apt-cyber-espionage-reloaded/,ba0c83d1815558b487ab5a4b3df16a88ed90a517e0d013248907cc4727e9f9e8.html
https://www.welivesecurity.com/2021/06/10/backdoordiplomacy-upgrading-quarian-turian/,659120ee88ba921717e395d74a709967a222a09225153b85144e5d8945958574.html
https://research.checkpoint.com/2020/bandook-signed-delivered/,3dbc7586cc769ba84f24ce0e2a74cfa0c0a1f4160b7d511304e0174b5bcd942c.html
https://www.fireeye.com/blog/threat-research/2015/11/china-based-threat.html,039ae8d11dce6976732cd61c5888b24f80522562b25a43c18d1a404d6b626e30.html
https://www.welivesecurity.com/2017/03/30/carbon-paper-peering-turlas-second-stage-backdoor/,c37e709eb62a3bd0fa0b8f1965a07523f41b80b7cbf454b5a91d22a11c3a59b5.html
